status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,polarity_comments
219367258105115_1283377408370756,"We're on Capitol Hill, where 9/11 families are supporting the Justice Against Sponsors of Terrorism Act, which faces strong opposition from the White House.",9/11 families protest outside the Capitol,video,https://www.facebook.com/cnnpolitics/videos/1283377408370756/,9/20/2016 13:42,520,577,108,450,36,3,3,21,7,0,0.18
219367258105115_1283162585058905,"President Obama touts his foreign policy achievements during his final #UNGA, as he acknowledges concerns at home and abroad. cnn.it/2cZmcai",,video,https://www.facebook.com/cnnpolitics/videos/1283162585058905/,9/20/2016 9:49,818,333,68,634,85,3,28,4,64,0,0.08
219367258105115_1283106105064553,"Hillary Clinton to Jimmy Fallon: Donald J. Trump and Vladimir Putin have ""the most famous bromance going. http://cnn.it/2ddNid9",,video,https://www.facebook.com/cnnpolitics/videos/1283106105064553/,9/20/2016 9:01,2848,367,588,2171,213,6,414,4,40,0,0.05
219367258105115_1283015921740238,"Maine Senator Angus S. King, Jr. says stopping immigration would be a ""terrible loss for this country."" cnn.it/2ddBt6G",,video,https://www.facebook.com/cnnpolitics/videos/1283015921740238/,9/20/2016 7:54,501,292,53,391,36,3,14,4,53,0,0.09
219367258105115_1282364385138725,New York Governor Andrew Cuomo disputes Donald J. Trump's claims about profiling. http://cnn.it/2d6KoLn,,video,https://www.facebook.com/cnnpolitics/videos/1282364385138725/,9/19/2016 17:24,506,243,98,377,22,9,8,4,86,0,0.12
219367258105115_1282289901812840,"We're in Estero, Florida, where Republican presidential nominee Donald Trump is holding a campaign event.",Donald Trump campaign event,video,https://www.facebook.com/cnnpolitics/videos/1282289901812840/,9/19/2016 16:01,1673,2861,118,865,236,16,45,20,491,0,0.07
219367258105115_1282001178508379,"Speaking in Philadelphia, Hillary Clinton says terror attacks are ""a sobering reminder that we need steady leadership in a dangerous world.""",,video,https://www.facebook.com/cnnpolitics/videos/1282001178508379/,9/19/2016 11:47,1716,730,272,1359,202,5,43,7,100,0,0.02
219367258105115_1281863361855494,"“We know that a lot of the rhetoric we've heard from Donald Trump has been seized on by terrorists,” Hillary Clinton says, adding, ""We know that Donald Trump's comments have been used online for recruitment of terrorists."" http://cnn.it/2cyfkPy",,video,https://www.facebook.com/cnnpolitics/videos/1281863361855494/,9/19/2016 9:27,3107,1485,756,2386,290,25,93,14,299,0,-0.17
219367258105115_1281774175197746,"Libertarian presidential candidate Gary Johnson responds to reports that his running mate is considering dropping out of the race in fear of hurting Hillary Clinton's chances of winning. ""Bill Weld is in this for the long-haul,"" Johnson says. http://cnn.it/2cCsIr9",,video,https://www.facebook.com/cnnpolitics/videos/1281774175197746/,9/19/2016 7:43,395,302,73,271,9,15,65,5,30,0,-0.08
219367258105115_1281708098537687,"""I do not believe that Russia will have an ability to affect this election,"" US Secretary of State John Kerry tells CNN's Elise Labott. cnn.it/2darnnh",,video,https://www.facebook.com/cnnpolitics/videos/1281708098537687/,9/19/2016 6:11,219,132,30,188,1,2,17,2,9,0,-0.08
