status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,polarity_comments
62317591679_10153843896676680,"President Obama: ""The existing path to global integration requires a course correction.""",,video,https://www.facebook.com/politico/videos/10153843896676680/,9/20/2016 9:47,207,53,30,168,23,2,0,0,14,0,-0.08
62317591679_10153843885466680,"President Obama: ""We can choose to press forward...or we can retreat into a world sharply divided.""",,video,https://www.facebook.com/politico/videos/10153843885466680/,9/20/2016 9:41,705,131,68,606,78,2,13,0,6,0,0.07
62317591679_10153843878971680,"President Obama: ""It could not have happened had we not worked together.""",,video,https://www.facebook.com/politico/videos/10153843878971680/,9/20/2016 9:38,180,31,11,147,22,1,2,1,7,0,-0.1
62317591679_10153842081151680,"Donald J. Trump on immigration: ""We're going to potentially make the Trojan Horse look like something very unimportant in comparison.""",,video,https://www.facebook.com/politico/videos/10153842081151680/,9/19/2016 15:54,253,158,19,110,10,3,46,3,81,0,-0.15
62317591679_10153842042436680,"Donald J. Trump: ""We want to make sure we are admitting people who love our country, and we want them to love our people.""",,video,https://www.facebook.com/politico/videos/10153842042436680/,9/19/2016 15:34,418,273,50,243,34,6,27,1,107,0,-0.01
62317591679_10153842037026680,"Donald J. Trump: ""These attacks were made possible because of our extremely open immigration system.""",,video,https://www.facebook.com/politico/videos/10153842037026680/,9/19/2016 15:31,848,386,84,405,19,6,87,11,320,0,0.02
62317591679_10153841614176680,"Hillary Clinton: ""I will never be the showman my opponent is, and you know what? That's okay with me.""",,video,https://www.facebook.com/politico/videos/10153841614176680/,9/19/2016 12:00,1573,278,68,1322,201,0,29,1,20,0,0.09
62317591679_10153841552141680,"Hillary Clinton: ""It's wrong to put a loose cannon in charge who can start another war.""",,video,https://www.facebook.com/politico/videos/10153841552141680/,9/19/2016 11:43,1785,462,235,1475,187,9,69,3,42,0,0.06
62317591679_10153841391646680,"How would Jill Stein, the Harvard-trained internist and could-be Hillary Clinton spoiler, diagnose Donald J. Trump?

Listen to the latest Off Message episode: http://politi.co/2ckd2aQ",Off Message with Glenn Thrush: Jill Stein,video,https://www.facebook.com/politico/videos/10153841391646680/,9/19/2016 10:41,70,55,21,48,4,0,11,1,6,0,0.13
62317591679_10153841267151680,"Hillary Clinton: ""We know that Donald J. Trump's comments have been used online for recruitment of terrorists.""",,video,https://www.facebook.com/politico/videos/10153841267151680/,9/19/2016 9:34,1933,506,579,1554,148,34,49,10,138,0,-0.1
62317591679_10153841243716680,"Hillary Clinton: ""There are millions of law-abiding, peaceful Muslim Americans.""",,video,https://www.facebook.com/politico/videos/10153841243716680/,9/19/2016 9:24,1488,227,136,1247,172,4,18,2,45,0,0.12
